img,output,flag,username,timestamp
/home/filnow/fun/JP-EN/flagged/img/tmp6jlnag84.jpg,,,,2023-03-14 18:47:58.498927
/home/filnow/fun/JP-EN/flagged/img/tmpbtb97sqs.jpg,,,,2023-03-14 18:51:11.372877
/home/filnow/fun/JP-EN/flagged/img/tmpd2ba_xsv.jpg,,,,2023-03-14 18:54:05.542107
